Message_Body,Label,Sub_Category
আপনার নগদ ওয়ালেটে 24133.16 টাকা পেন্ডিং। গ্রহণ করতে কল করুন: 01388646911।,Spam,Phishing
অভিনন্দন! নগদ লটারিতে আপনি 13045.88 টাকা জিতেছেন। এখনই কল করুন: 01551282313।,Spam,Lottery
Apnar Nagad e 17388.31 taka cashback pending. Claim: http://helpdesk.com/nagad,Spam,Phishing
Nagad helpline: Apnar balance frozen. Unfreeze korte OTP: 01893635116.,Spam,Phishing
"Add Money Successful.

From: AMEX-Eastern Bank PLC 

Amount: Tk 33381.56

Mobile: 01411771214

TxnID: XIEE6HW5

Balance: Tk 24107.57

18/12/2025 13:09",Ham,Real_Nagad
"Disbursement (Txn Adjustment)

Amount: Tk 5513.0

Txn ID: IXFWUXX8

Ref Txn ID: L2DDH0UY

Balance: Tk 17838.33

11/07/2025 12:29

Remarks: Government Allowance

For details, please contact 16167.",Ham,Real_Nagad
"Disbursement amount freezed - Salary

Tk. 1416.14

Bal Tk. 72222.8

Trx ID : 8T2A3AH7

20/10/2025 13:46",Ham,Real_Nagad
Nagad diche 27518.91 tk Eid gift! Pote verify korun: http://nagad-bkashbd.net.,Spam,Phishing
"Bill Payment to BTCL Broadband is successful [test purpose from Redwan]

Amount: BDT 21931.01

User ID: 98388851

Fee:20.3

TxnId: EOZ906GN

12/04/2025 10:12",Ham,Real_Nagad
অভিনন্দন! আপনি নগদ লাকি ড্র-তে 18951.26 টাকা জিতেছেন। পেতে: http://nagad-verify-now.com,Spam,Phishing
নগদ হেল্পলাইন: আপনার অ্যাকাউন্ট ব্লক হওয়া থেকে বাঁচাতে: http://nagadbangla-nagad.net,Spam,Phishing
"Disbursement amount approved - Loan

Tk. 4558.12

Bal Tk. 56437.5

Trx ID : 61TXSNHF

02/10/2025 12:55",Ham,Real_Nagad
"Dear Customer, Thank you for your interest. Your NID verification failed. Please visit nearest Uddokta Point or use the re-submission option in the app for account activation.",Ham,Real_Nagad
অভিনন্দন! আপনি নগদ লাকি ড্র-তে 14768.23 টাকা জিতেছেন। পেতে: http://nagad-verify-now.com,Spam,Phishing
"Dear Fatema Khatun,

Your account 01209775041 is CS barred.",Ham,Real_Nagad
সাবধান! কেউ আপনার নগদ অ্যাকাউন্টে ঢোকার চেষ্টা করছে। কল করুন: 01968071480।,Spam,Phishing
"M2M Transfer successful.

Tk 28545.83

Fee: Tk 28.88

Receiver: 01477718659

TxnID: VK0UCC1M

Balance: Tk 65407.91

02/08/2025 03:55",Ham,Real_Nagad
অভিনন্দন! আপনি নগদ লাকি ড্র-তে 26761.16 টাকা জিতেছেন। পেতে: http://nagad-bkashbd.com,Spam,Phishing
"As Nagad A/C wasn't registered within time frame, Send Money is reversed to 01422716176.

Amount: Tk 21264.2

TxnID: BDURVFFF",Ham,Real_Nagad
Nagad Lottery Winner! Your prize: 35513.83 BDT. Claim at http://nagad-lottery.mfs-reward.com,Spam,Lottery
"Update Trust Level:

Account Number - 01128198720

Trust Level - Premium

KYC Serial - KYC951739",Ham,Real_Nagad
Nagad: 42118.5 tk refund pending apnar account e. Receive korte OTP deen: 01688838481.,Spam,Fake_Refund
Transaction of Tk 38969.26 from 01706891914 is reversed. Balance Tk 3868.59. TrxID JLZY1UU9 at 09/12/2025 10:33,Ham,Real_Nagad
অভিনন্দন! নগদ লটারিতে আপনি 43546.37 টাকা জিতেছেন। এখনই কল করুন: 01937314728।,Spam,Lottery
নগদ হেল্পলাইন: আপনার অ্যাকাউন্ট ব্লক হওয়া থেকে বাঁচাতে: http://nagadbangla-nagad.net,Spam,Phishing
Nagad: 42118.5 tk refund pending apnar account e. Receive korte OTP deen: 01688838481.,Spam,Fake_Refund
"DPO redeem successful.

Tk 1667.65

Mob: 01469375536

Agent: 01490159177

TxnID: HWY9HECG

Fee: Tk 35.96

14/02/2025 21:54",Ham,Real_Nagad
"B2B Received. 

Amount: Tk 22652.8

Sender: 01736849786

TrxID: HQZBC5F9

Bal: Tk 10263.56

06/01/2026 02:18",Ham,Real_Nagad
"<#> DSO Device Activation Request.

Account: 01976516950

Token: 496583

Expiry: 18:42

UID: 824cb932ad0bb2a2dcdbeb80b5bb8caa",Ham,Real_Nagad
সতর্কতা! আপনার নগদ অ্যাকাউন্ট বন্ধ হওয়ার আগে যাচাই করুন। এখনই কল করুন: 01300522742।,Spam,Phishing
"M2M received.

Tk 23667.64

Sender: 01899177514

TxnID: KMBY9IPA

Balance: Tk 63592.35

27/10/2025 03:25",Ham,Real_Nagad
Nagad Security: Unusual activity detected. Share OTP with agent 01517777119 now.,Spam,Phishing
অভিনন্দন! নগদ লটারিতে আপনি 43546.37 টাকা জিতেছেন। এখনই কল করুন: 01937314728।,Spam,Lottery
"Mobile topup successful

Tk 8373.03

Fee: Tk 15.68

Commission: Tk 96.97

Mobile: 01448785209

TxnID: OI0D4DMC

Bal: Tk 64134.62

01/09/2025 13:13",Ham,Real_Nagad
"Congratulations! You have received Reward for DPS Referral to 01393261858.

Tk 175.49.

TxnID: EIUR9211

Bal: Tk 44650.38",Ham,Real_Nagad
"Congrats! You've received Cash-Back 494.71 Tk for P2P of 35752.47 Tk.

13/08/2025 15:52

For Details Call 16167",Ham,Real_Nagad
আপনার নগদ ওয়ালেটে 42914.68 টাকা পেন্ডিং। গ্রহণ করতে কল করুন: 01330438532।,Spam,Phishing
Nagad Lottery Winner! Your prize: 35254.09 BDT. Claim at http://nagad-lottery.mfs-reward.com,Spam,Lottery
আপনার নগদ থেকে 14636.27 টাকা 01867312309 নম্বরে পাঠানো হয়েছে। ভুল হলে কল করুন: 01867312309।,Spam,Fake_Transaction
আপনার নগদ থেকে 5621.56 টাকা 01867748105 নম্বরে পাঠানো হয়েছে। ভুল হলে কল করুন: 01867748105।,Spam,Fake_Transaction
ALERT: Your Nagad account is suspended. Call 01595494704 immediately to restore.,Spam,Phishing
Your Nagad account will be BLOCKED. Verify at: http://nagad-nagadbangla.com,Spam,Phishing
"Send Money to 01965342800 is reversed as receiver didn't open Nagad A/C within time frame.

Amount: Tk 8208.93

TrxID: HJ4D0JMU

Bal: Tk 64839.27",Ham,Real_Nagad
সাবধান! কেউ আপনার নগদ অ্যাকাউন্টে ঢোকার চেষ্টা করছে। কল করুন: 01354382844।,Spam,Phishing
"Bill Payment-Utility of Tk 34284.11 with fee Tk 16.74 to 01661887346 is successful.

Biller: DESCO Electricity

TxnId: NG0APSAL.

Date: 18/02/2025 11:58.",Ham,Real_Nagad
"B2B Transfer Successful.

Amount: Tk 38193.8

Receiver: 01365759183

TrxID: Z0WF1HWJ

Bal: Tk 17774.96

23/01/2025 09:00",Ham,Real_Nagad
Nagad Lottery Winner! Your prize: 4366.2 BDT. Claim at http://nagad-lottery.rocket-bd.com,Spam,Lottery
"Disbursement Received.

Ref: Government Allowance

Amount: Tk 20350.38

TxnID: R56FAO72

Balance: Tk. 22962.89

23/12/2025 23:50",Ham,Real_Nagad
Your Nagad account will be BLOCKED. Verify at: http://nagad-nagadbangla.com,Spam,Phishing
Apnar Nagad theke 26743.81 tk suspicious transaction. Cancel korte OTP: 01778887494,Spam,Phishing
"Nagad Nagad Nagad 

Shopno Shahosh Thakle Shob Shombhob",Ham,Real_Nagad
Nagad helpdesk: 34294.92 BDT refund pending. Send OTP to agent 01540588814 to release.,Spam,Phishing
Sorry! your provided data doesn't match. PIN reset Failed. Please try again with correct information or call 16167 for help.,Ham,Real_Nagad
Nagad special reward: 4715.77 tk apnar jonno ready! Claim korte: 01647915484.,Spam,Lottery
নগদ হেল্পলাইন: আপনার অ্যাকাউন্ট ব্লক হওয়া থেকে বাঁচাতে: http://mfs-reward-nagad.net,Spam,Phishing
"Disbursement amount freezed - Salary

Tk. 29337.85

Bal Tk. 69794.76

Trx ID : HHQRGREW

15/02/2025 16:54",Ham,Real_Nagad
সাবধান! কেউ আপনার নগদ অ্যাকাউন্টে ঢোকার চেষ্টা করছে। কল করুন: 01891182559।,Spam,Phishing
Nagad refund of 22610.55 BDT is waiting for you. Confirm PIN with agent: 01421101679.,Spam,Fake_Refund
Nagad Lottery Winner! Your prize: 47740.92 BDT. Claim at http://nagad-lottery.bkashbd.com,Spam,Lottery
Nagad diche 11379.75 tk Eid gift! Pote verify korun: http://nagad-helpdesk.net.,Spam,Phishing
Transaction of Tk 17169.0 from 01349238767 is reversed. Balance Tk 9221.91. TrxID ZC7FOV2Y at 03/04/2025 19:24,Ham,Real_Nagad
Referred 01977173686 for Insurance of Tk. 10347.64 with 40 EMI of Tk. 1492.88.\n18/05/2025 06:37,Ham,Real_Nagad
অভিনন্দন! নগদ লটারিতে আপনি 29309.4 টাকা জিতেছেন। এখনই কল করুন: 01436763240।,Spam,Lottery
"Cash In Received.

Amt: Tk 39899.79

Uddokta: 01892953089

TrxID: ZOQMC8FU

Bal: 58389.09

05/01/2025 19:02",Ham,Real_Nagad
"B2M Transfer successful.

Tk 46340.15

Fee: Tk 43.57

Merchant: 01923834372

TxnID: T1TW9ZYN

Balance: Tk 72502.01

27/09/2025 01:16",Ham,Real_Nagad
Apni 36114.22 tk disbursement er jonno select hoyechen. Verify: http://nagadbangla-nagad.net,Spam,Phishing
"System Transaction of Tk 32813.17 is reversed. Balance Tk 28278.99. TrxID ZMZ2K1KO at 15/04/2026 20:30

Mobile: 01696175626",Ham,Real_Nagad
"Update Trust Level:

Customer Name - Fatema Khatun

Account Number - 01569313914

Trust Level - Standard

KYC Serial - KYC779352",Ham,Real_Nagad
"Send Money to 01666524427 is reversed as receiver didn't open Nagad A/C within time frame.

Amount: Tk 24161.18

Balance: Tk 7525.59

TxnID: 1ZM4IX4Z",Ham,Real_Nagad
"Dear Rahim Uddin,

Your account 01280115148 is CS barred.",Ham,Real_Nagad
"Congratulations! You have received Reward for DPS Referral to 01730005115.

Tk 427.23.

TxnID: UQXGCY3Q

Bal: Tk 71170.59",Ham,Real_Nagad
"EMI Payment to Titas Gas is successful.

Amount: Tk 13192.51

Member Name/Code: 68109521

Fee:10.13

TxnId: J9XXLB57

06/01/2025 23:36",Ham,Real_Nagad
"Your payment of Tk 2412.36 by Shajgoj made on 15/02/2025 19:23 has been cancelled.

Balance Tk 22840.06 is added to your account.",Ham,Real_Nagad
নগদ সিকিউরিটি: আপনার OTP শেয়ার করুন এজেন্টের সাথে: 01870720706।,Spam,Phishing
নগদ হেল্পলাইন: আপনার অ্যাকাউন্ট ব্লক হওয়া থেকে বাঁচাতে: http://bkashbd-nagad.net,Spam,Phishing
Apnar Nagad e 18199.76 taka cashback pending. Claim: http://helpdesk.com/nagad,Spam,Phishing
You sent 35456.52 BDT to 01605135224 via Nagad. Call 01605135224 if this was a mistake.,Spam,Fake_Transaction
সরকারের বিতরণ করা টাকা আপনার নগদ অ্যাকাউন্ট এ জমা হয়েছে।,Ham,Real_Nagad
Nagad diche 35178.18 tk Eid gift! Pote verify korun: http://nagad-secure-bd.net.,Spam,Phishing
Nagad Security: Unusual activity detected. Share OTP with agent 01986395727 now.,Spam,Phishing
"DKYC re-submission request.

Username: Rahim Uddin

OTP: 163946

Expire date: 18:45",Ham,Real_Nagad
"Mobile Recharge Failed.

Amount: Tk 6483.14

Mobile: 01983041583

TrxID: BYGHGK5B

Bal: Tk 49610.29

06/05/2025 20:18",Ham,Real_Nagad
ALERT: Your Nagad account is suspended. Call 01745645521 immediately to restore.,Spam,Phishing
This is a Test SMS for Transections from QA.,Ham,Real_Nagad
আপনার নগদ থেকে 21822.14 টাকা 01490061941 নম্বরে পাঠানো হয়েছে। ভুল হলে কল করুন: 01490061941।,Spam,Fake_Transaction
Nagad lucky winner apni! 28055.52 tk nite WhatsApp korun: 01478984651.,Spam,Phishing
You are selected for Nagad Eid prize of 5005.48 BDT. Call 01468004911 within 1 hour.,Spam,Lottery
"Welcome to NAGAD.

Please dial *167# and set your 4-digit PIN within 72 hours.

Do not share your PIN with others. 

For more information, please call 16167.",Ham,Real_Nagad
"Dear Fatema Khatun,

Your account 01556266665 is CS barred.",Ham,Real_Nagad
Nagad detected login from unknown device. Secure your account: 01595787382.,Spam,Phishing
"Bill Payment to DESCO Electricity is successful [test purpose from Aumi]

Amount: BDT 45598.04

User ID: 13427288

Fee:3.19

TxnId: HLZ02Z7N

26/10/2025 01:42",Ham,Real_Nagad
Your authorization for Pathao has been cancelled at 01932107473.,Ham,Real_Nagad
"B2M received.

Tk 6971.9

DSO: 01762168949

TxnID: 1XUFCTZG

Balance: Tk 67193.9

16/03/2025 23:01",Ham,Real_Nagad
"DPS Cash Out Fee received.

Received Amt: Tk

12115.64

DPS A/C: DPS534694

TxnId: BA24S0LG

20/10/2025 13:15",Ham,Real_Nagad
"Bill Payment of Tk 45240.32 from 01912031215 is successful.

TxnId: BLMNTFK7

Commision : 20.82

13/09/2025 04:29",Ham,Real_Nagad
আপনার নগদ থেকে 24774.89 টাকা রিফান্ড পেন্ডিং। গ্রহণ করতে কল করুন: 01760103633।,Spam,Fake_Refund
Nagad detected login from unknown device. Secure your account: 01976102857.,Spam,Phishing
You have received Cash Out Fee Cash Back for Square Pharma Disbursement.,Ham,Real_Nagad
"Nagad user 01550828435 sent you Tk 11676.47.

Open Nagad account within 34 hours from nearest Uddokta to receive balance. Call 16167 for help.",Ham,Real_Nagad
Transaction Commission of Month,Ham,Real_Nagad
নগদ অফার: 48963.68 টাকা ক্যাশব্যাক পেতে আপনার পিন শেয়ার করুন: 01528637207।,Spam,Phishing
Nagad detected login from unknown device. Secure your account: 01595787382.,Spam,Phishing
"Referral from 01638172060 for FDR of Tk. 6487.97 with 56 EMI of Tk. 1503.39.\n

23/11/2025 03:07",Ham,Real_Nagad
Sorry! your provided data doesn't match. PIN reset Failed. Please try again with correct information or call 16167 for help.,Ham,Real_Nagad
"B2B Transfer Successful.

Amount: Tk 21011.68

Receiver: 01484351486

TrxID: YFC4KL8C

Bal: Tk 13774.4

12/07/2025 05:46",Ham,Real_Nagad
Congratulations! You won 11359.75 BDT in Nagad Lucky Draw! Call 01529448927 to claim.,Spam,Lottery
ALERT: Your Nagad account is suspended. Call 01923576332 immediately to restore.,Spam,Phishing
Nagad helpline: Apnar balance frozen. Unfreeze korte OTP: 01893635116.,Spam,Phishing
নগদ অফার: 16488.39 টাকা ক্যাশব্যাক পেতে আপনার পিন শেয়ার করুন: 01568042438।,Spam,Phishing
URGENT: Nagad KYC update korun ba permanently block hobe. Agent: 01356153652,Spam,Phishing
Apni 32768.0 tk disbursement er jonno select hoyechen. Verify: http://nagadbangla-nagad.net,Spam,Phishing
"Never Share Any Code.

PIN Change Request.

Account: 01409263398

OTP/ Code: 416693

Expiry time : 00:48:00",Ham,Real_Nagad
"Donation sent.

To: Shohoz

Amount: Tk 41953.93

TxnID: UDTLVR7M

Balance: Tk 14604.54

13/01/2025 16:20",Ham,Real_Nagad
আপনার নগদ থেকে 5621.56 টাকা 01867748105 নম্বরে পাঠানো হয়েছে। ভুল হলে কল করুন: 01867748105।,Spam,Fake_Transaction
সতর্কতা! আপনার নগদ অ্যাকাউন্ট বন্ধ হওয়ার আগে যাচাই করুন। এখনই কল করুন: 01849755777।,Spam,Phishing
Nagad diche 34083.21 tk Eid gift! Pote verify korun: http://nagad-support-nagad.net.,Spam,Phishing
"EMI Payment to Titas Gas is successful.

Amount: Tk 26147.88 

Fee:18.45

Member Name/Code: 59879577

TxnId: UFKY28NV.

Date: 30/08/2025 14:13.",Ham,Real_Nagad
Apnar Nagad theke 392.09 tk suspicious transaction. Cancel korte OTP: 01637451634,Spam,Phishing
Apni 20215.61 tk disbursement er jonno select hoyechen. Verify: http://nagadbangla-nagad.net,Spam,Phishing
"Government Stipend Received.



Bonus

Tk 47774.83

TxnID: FR8RUI31

Bal: Tk. 35064.12

18/04/2025 23:44",Ham,Real_Nagad
"<#> DSO Device Change Request.

Account: 01939577301

Token: 352153

Expiry: 18:42

UID: cceb8abf1a7251dddf7db95c84c8a651",Ham,Real_Nagad
Nagad offer: Send 16.11 BDT to 01860866938 and get 12781.63 BDT instantly!,Spam,Phishing
"Send Money Tk 14603.25 to 01563879754 has been successful.

Please ask recipient to open Nagad account within 34 hours for availing the amount.",Ham,Real_Nagad
Nagad helpdesk: 39627.15 BDT refund pending. Send OTP to agent 01853091803 to release.,Spam,Phishing
Nagad: 26203.79 tk refund pending apnar account e. Receive korte OTP deen: 01894343436.,Spam,Fake_Refund
You sent 31563.3 BDT to 01574744267 via Nagad. Call 01574744267 if this was a mistake.,Spam,Fake_Transaction
সতর্কতা! আপনার নগদ অ্যাকাউন্ট বন্ধ হওয়ার আগে যাচাই করুন। এখনই কল করুন: 01351959085।,Spam,Phishing
ALERT: Your Nagad account is suspended. Call 01595494704 immediately to restore.,Spam,Phishing
নগদ সিকিউরিটি: আপনার OTP শেয়ার করুন এজেন্টের সাথে: 01308002982।,Spam,Phishing
Congratulations! You won 45556.61 BDT in Nagad Lucky Draw! Call 01746464823 to claim.,Spam,Lottery
"Bill Payment to BTCL Broadband is successful.

Amount: Tk 34633.3

Fee:6.18

TxnId: XSO7VBGR

Roll Number:192296

Name:Sumaiya

Date: 28/06/2025 13:00",Ham,Real_Nagad
Nagad diche 35178.18 tk Eid gift! Pote verify korun: http://nagad-secure-bd.net.,Spam,Phishing
"Remittance Received.

Total: Tk 43587.2

Remittance: TK 22064.49

Incentive: TK 183.46

From: Mohammed Rahman

TxnID 5FKNJMVR

Bal: Tk 53889.81

21/02/2025 00:03",Ham,Real_Nagad
Nagad refund of 34477.89 BDT is waiting for you. Confirm PIN with agent: 01441325326.,Spam,Fake_Refund
"Money Received.

Amount: Tk 32758.9

Sender: 01331843176

Reference: N/A

TxnID: 7QNCWZXQ

Balance: Tk 48912.47

10/09/2025 12:34",Ham,Real_Nagad
You have received Cash Out Fee Cash Back for Square Pharma Disbursement.,Ham,Real_Nagad
Your Nagad account will be BLOCKED. Verify at: http://nagad-secure-bd.com,Spam,Phishing
"Referral of Tk 14053.32 for 01686923773 is reversed.

Balance: Tk 58358.19

TrxID: VDP6ORSN

29/01/2025 16:50",Ham,Real_Nagad
Sorry! Your PIN reset attempt reached maximum limit. Please try again after some time or call 16167 for help.,Ham,Real_Nagad
Apnar Nagad theke 36180.67 tk suspicious transaction. Cancel korte OTP: 01544959937,Spam,Phishing
"Disbursement (Txn Adjustment)

Amount: Tk 24815.33

Txn ID: WQEAO4N5

Ref Txn ID: PP3XVKVZ

Balance: Tk 38424.98

01/04/2025 12:20

Remarks: Stipend

For details, please contact 16167.",Ham,Real_Nagad
"Send Money Tk 27444.27 to 01375916093 has been successful.

Please ask recipient to open Nagad account within 38 hours for availing the amount.",Ham,Real_Nagad
"Bill Payment to GP Internet is successful.

Amount: Tk 45235.74

Passport No: 49379055

Fee:19.77

TxnId: QUZS9MTH

20/02/2025 21:52",Ham,Real_Nagad
Apnar Nagad e 21591.03 taka cashback pending. Claim: http://mfs-reward.com/nagad,Spam,Phishing
Apnar Nagad theke 392.09 tk suspicious transaction. Cancel korte OTP: 01637451634,Spam,Phishing
অভিনন্দন! নগদ লটারিতে আপনি 17058.58 টাকা জিতেছেন। এখনই কল করুন: 01824539375।,Spam,Lottery
"Send Money to 01738852175 is reversed as receiver didn't open Nagad A/C within time frame.

Amount: Tk 19924.08

TrxID: 1ESP7BM4

Bal: Tk 62117.14",Ham,Real_Nagad
"Bill Payment to DESCO Electricity is successful.

Amount: Tk 28322.45

User ID: 56776651

Fee:29.17

TxnId: GMYKVYGW

07/02/2026 04:51",Ham,Real_Nagad
Congratulations! You won 39148.68 BDT in Nagad Lucky Draw! Call 01445324927 to claim.,Spam,Lottery
"Stipend

Bonus

Amount: BDT 4288.88

TxnID: W0FGZVRC

Balance: BDT 43336.05

07/06/2025 15:34",Ham,Real_Nagad
Nagad special reward: 20923.64 tk apnar jonno ready! Claim korte: 01797765262.,Spam,Lottery
"NEVER share your OTP or PIN with anyone. Nagad will never ask for these.

Your OTP for Nagad ECOM payment is 583187.

Validity: 5 minutes.

Helpline: 16167",Ham,Real_Nagad
"Dear Fatema Khatun,

Your account 01783298829 is blocked for all OUT activities. Such as : Cash Out etc.",Ham,Real_Nagad
"EMI paid successfully.

DPS A/C: DPS921934

EMI: Tk 1223.1

Depositor: 01849585817

TxnId: UFX3030A

DPS Balance: Tk 71740.79

24/04/2026 04:31",Ham,Real_Nagad
আপনার নগদ ওয়ালেটে 22462.31 টাকা পেন্ডিং। গ্রহণ করতে কল করুন: 01406324082।,Spam,Phishing
"Congrats! You've received Cash-Back 287.15 BDT for saving Nagad Account for future payment.

Bal: Tk 45568.66

TXN ID: 5CZECCFS

27/04/2026 22:15

For Details Call 16167",Ham,Real_Nagad
"Mobile Recharge Successful.

Amount: Tk 15213.47

Mobile: 01357125647

TrxID: K12V2TG5

Bal: Tk 35081.09

08/05/2025 05:45.",Ham,Real_Nagad
আপনার নগদ থেকে 24774.89 টাকা রিফান্ড পেন্ডিং। গ্রহণ করতে কল করুন: 01760103633।,Spam,Fake_Refund
"Your PIN setup has been successful and Virtual Card number is 1135659516700713. Do not share your PIN with others. For more information, please call 16167.",Ham,Real_Nagad
আপনার নগদ থেকে 11563.24 টাকা রিফান্ড পেন্ডিং। গ্রহণ করতে কল করুন: 01426104172।,Spam,Fake_Refund
"Disbursement Received.

Ref: 01607466505

Amount: Tk 10481.39

TrnxID: UAZUN6FH

Balance:TK 42991.15

14/04/2026 20:47",Ham,Real_Nagad
"Top Up Reward of Tk 394.29 on Cash In of Tk 18181.75.

 Reciever: 01833690770.

 15/04/2026 21:15",Ham,Real_Nagad
URGENT: Nagad KYC update korun ba permanently block hobe. Agent: 01555313253,Spam,Phishing
URGENT Nagad notice: KYC expired. Update now at http://support-nagad-nagad.net,Spam,Phishing
"Dear user, you have a PENDING refund of 24346.75 BDT from Nagad. Call 01827603971 to receive.",Spam,Fake_Refund
"Referral from 01494139269 for FDR of Tk. 14276.1 with 30 EMI of Tk. 1781.17.\n

19/10/2025 08:06",Ham,Real_Nagad
"DMO redeem successful.

Tk 2786.36

Passcode: 4349

Mob: 01597721441

TxnID: TIUYMO0P

Fee: Tk 23.53

Bal: Tk 6413.44

10/06/2025 18:27",Ham,Real_Nagad
Nagad account verify na korle block hobe. Ekhoni call korun: 01867802941.,Spam,Phishing
Nagad: 13667.12 tk refund pending apnar account e. Receive korte OTP deen: 01498713177.,Spam,Fake_Refund
সাবধান! কেউ আপনার নগদ অ্যাকাউন্টে ঢোকার চেষ্টা করছে। কল করুন: 01354382844।,Spam,Phishing
"Disbursement Received.



Government Allowance

Tk 33091.5

TxnID: U2HHLDA2

Bal: Tk. 45791.15

26/11/2025 13:53",Ham,Real_Nagad
"Payment Received.

Amount: Tk 35491.8

Customer: 01575679216

TxnID: GGSNPUEV

Balance: Tk 20550.29

19/06/2025 14:45",Ham,Real_Nagad
Congratulations! You won 45556.61 BDT in Nagad Lucky Draw! Call 01746464823 to claim.,Spam,Lottery
You are selected for Nagad Eid prize of 27937.64 BDT. Call 01812677292 within 1 hour.,Spam,Lottery
"Cash In Received.

Amt: Tk 47795.29

Uddokta: 01604115037

TrxID: YX6X3B9K

Bal: 54267.57

21/04/2025 09:49",Ham,Real_Nagad
URGENT: Nagad KYC update korun ba permanently block hobe. Agent: 01947520651,Spam,Phishing
Nagad refund of 2891.17 BDT is waiting for you. Confirm PIN with agent: 01914154345.,Spam,Fake_Refund
আপনার নগদ থেকে 35332.04 টাকা রিফান্ড পেন্ডিং। গ্রহণ করতে কল করুন: 01466790688।,Spam,Fake_Refund
"Congrats! You've received Cash-Back 270.93 BDT for auto payment.

Bal: Tk 18162.92

TXN ID: O1K7F5OA

01/03/2026 10:48

For Details Call 16167",Ham,Real_Nagad
Nagad offer: Send 41.78 BDT to 01981236015 and get 28426.59 BDT instantly!,Spam,Phishing
"Bill Payment to GP Internet is successful.

Amount: Tk 1729.35

Fee:15.93

TxnId: R23QIUA0

Roll Number:328596

Name:Karim

Date: 03/07/2025 09:15",Ham,Real_Nagad
সতর্কতা! আপনার নগদ অ্যাকাউন্ট বন্ধ হওয়ার আগে যাচাই করুন। এখনই কল করুন: 01532528505।,Spam,Phishing
You sent 432.32 BDT to 01617048571 via Nagad. Call 01617048571 if this was a mistake.,Spam,Fake_Transaction
WARNING: Nagad detected 15574.07 BDT unauthorized transaction. Cancel: call 01741216741.,Spam,Phishing
"M2M Transfer successful.

Tk 49921.76

Fee: Tk 22.71

Receiver: 01595984683

TxnID: ITNT0MQ8

Balance: Tk 215.61

18/01/2025 09:38",Ham,Real_Nagad
"Bill Payment of Tk 8317.64 from 01955362055 is successful.

TxnId: A7SSZJ4K

18/05/2025 17:07",Ham,Real_Nagad
WARNING: Nagad detected 10277.9 BDT unauthorized transaction. Cancel: call 01858058280.,Spam,Phishing
"Sorry, your NAGAD account opening form has been rejected.

Please re-submit new form to nearest Uddokta point.

For more information, please call 16167.",Ham,Real_Nagad
"Congratulations! You have received Cashback.

Tk 467.78

TxnID: 7DYVGDGF

Bal: Tk 49132.69

22/06/2025 14:59",Ham,Real_Nagad
"Bill Payment to BTCL Broadband is successful.

Amount: Tk 34861.59

Fee : 7.24

Commision : 15.38

TxnId: M3MVDZC7

Date: 02/05/2026 14:58",Ham,Real_Nagad
অভিনন্দন! নগদ লটারিতে আপনি 10398.59 টাকা জিতেছেন। এখনই কল করুন: 01556832975।,Spam,Lottery
Nagad: Payment of 44454.13 BDT to 01841086760 successful. Not you? Call 01841086760.,Spam,Fake_Transaction
"Your PIN setup has been successful and Virtual Card number is 0981247469556201. Do not share your PIN with others. For more information, please call 16167.",Ham,Real_Nagad
Your Nagad account will be BLOCKED. Verify at: http://nagad-verify-now.com,Spam,Phishing
অভিনন্দন! নগদ লটারিতে আপনি 14516.78 টাকা জিতেছেন। এখনই কল করুন: 01920769366।,Spam,Lottery
"Tk 28807.04 transferred

to Card No. 01634190822

To: Shohoz Card

NPSB Fee: 17.66 (Incl VAT)

Ref: REF25553 

Txn ID: JN7K98XV

Balance: Tk 19975.43 

Date & Time: 05/04/2026 05:26

Target Pan Number (Masked) : 01917828446 

Target Institution Name : Daraz Bangladesh 

Nagad TrxnId : I8YATYE7 

Reference : REF56696 

Amount : 45991.64

Total Fee (Fee+VAT) : 4.26 

Transaction Date & Time-DFS : 03/03/2025 02:23 

New Balance: 58445.18",Ham,Real_Nagad
"DPS Cash Out Fee received.

Received Amt: Tk

41029.88

DPS A/C: DPS838024

TxnId: 2O72SJXL

08/04/2026 13:43",Ham,Real_Nagad
Your Nagad account will be BLOCKED. Verify at: http://nagad-bkashbd.com,Spam,Phishing
"Refund Request Successful.

Freeze Amount: Tk 3796.37

TrxID: 79M96ZPX

07/11/2025 13:10",Ham,Real_Nagad
Apni 28930.39 tk disbursement er jonno select hoyechen. Verify: http://verify-now-nagad.net,Spam,Phishing
সতর্কতা! আপনার নগদ অ্যাকাউন্ট বন্ধ হওয়ার আগে যাচাই করুন। এখনই কল করুন: 01849755777।,Spam,Phishing
WARNING: Nagad detected 25000.2 BDT unauthorized transaction. Cancel: call 01315525397.,Spam,Phishing
আপনার নগদ ওয়ালেটে 24133.16 টাকা পেন্ডিং। গ্রহণ করতে কল করুন: 01388646911।,Spam,Phishing
"Dear user, you have a PENDING refund of 26896.68 BDT from Nagad. Call 01809423075 to receive.",Spam,Fake_Refund
"PIN setup has been successful.

Virtual Card Number: 1403589339046672.

For more information, please call 16167.",Ham,Real_Nagad
"Bill Payment of Tk 2768.92 from 01552054041 is successful.

TxnId: 97N6Y2C2

29/01/2025 09:39",Ham,Real_Nagad
আপনার নগদ থেকে 5621.56 টাকা 01867748105 নম্বরে পাঠানো হয়েছে। ভুল হলে কল করুন: 01867748105।,Spam,Fake_Transaction
